title,score,score_phrase,platform,genre,release_year,release_month,average_yearscore,average_platform_score,average_genre_score,platform_code,score_phrase_code,genre_code,ReleaseQuarter
NBA Jam: On Fire Edition,9.0,Amazing,Xbox 360,"Sports, Action",2011,10,7.0503262,7.1053342,7.097449,54,9,94.0,Q4
NBA Jam: On Fire Edition,9.0,Amazing,PlayStation 3,"Sports, Action",2011,10,7.0503262,7.1891593,7.097449,32,9,94.0,Q4
NBA Live '99,9.0,Amazing,PlayStation,Sports,1998,11,6.9306785,6.582458,7.0252088,30,9,93.0,Q4
NBA Live 06,9.0,Amazing,PlayStation 2,Sports,2005,9,7.2224265,6.866548,7.0252088,31,9,93.0,Q3
NBA Live 06,9.0,Amazing,Xbox,Sports,2005,9,7.2224265,7.2056029,7.0252088,53,9,93.0,Q3
NBA Live 06,9.0,Amazing,GameCube,Sports,2005,9,7.2224265,7.0424361,7.0252088,12,9,93.0,Q3
NBA Live 06,9.0,Amazing,PC,Sports,2005,11,7.2224265,7.1473591,7.0252088,29,9,93.0,Q4
NBA Live 2001,9.0,Amazing,PlayStation,Sports,2000,10,6.6935885,6.582458,7.0252088,30,9,93.0,Q4
NBA ShootOut '97,9.0,Amazing,PlayStation,Sports,1997,3,6.5663415,6.582458,7.0252088,30,9,93.0,Q1
NCAA Football 2002,9.0,Amazing,PlayStation 2,Sports,2001,7,7.1204942,6.866548,7.0252088,31,9,93.0,Q3
NCAA Football 2004,9.0,Amazing,GameCube,Sports,2003,7,7.1982456,7.0424361,7.0252088,12,9,93.0,Q3
NCAA Football 2004,9.0,Amazing,Xbox,Sports,2003,7,7.1982456,7.2056029,7.0252088,53,9,93.0,Q3
NFL 2K2,9.0,Amazing,Dreamcast,Sports,2001,9,7.1204942,7.3702797,7.0252088,6,9,93.0,Q3
NFL 2K2,9.0,Amazing,PlayStation 2,Sports,2001,11,7.1204942,6.866548,7.0252088,31,9,93.0,Q4
NFL 2K3,9.0,Amazing,GameCube,Sports,2002,8,6.9785256,7.0424361,7.0252088,12,9,93.0,Q3
NHL '99,9.0,Amazing,PC,Sports,1998,10,6.9306785,7.1473591,7.0252088,29,9,93.0,Q4
NHL 09,9.0,Amazing,Xbox 360,Sports,2008,9,6.4481462,7.1053342,7.0252088,54,9,93.0,Q3
NHL 09,9.0,Amazing,PlayStation 3,Sports,2008,9,6.4481462,7.1891593,7.0252088,32,9,93.0,Q3
NHL 2001,9.0,Amazing,PC,Sports,2000,10,6.6935885,7.1473591,7.0252088,29,9,93.0,Q4
NHL 2002,9.0,Amazing,Xbox,Sports,2001,12,7.1204942,7.2056029,7.0252088,53,9,93.0,Q4
NHL FaceOff,9.0,Amazing,PlayStation,Sports,1996,11,6.161745,6.582458,7.0252088,30,9,93.0,Q4
Nano Assault Neo,9.0,Amazing,Wii U,Shooter,2012,11,7.4183267,7.4657895,7.1278882,47,9,86.0,Q4
Nanoloop,9.0,Amazing,Game Boy Color,Music,2001,3,7.1204942,6.1938202,6.8940701,10,9,51.0,Q1
Need for Speed Most Wanted,9.0,Amazing,PlayStation 3,"Racing, Action",2012,10,7.4183267,7.1891593,6.5871429,32,9,81.0,Q4
Need for Speed Most Wanted,9.0,Amazing,Xbox 360,"Racing, Action",2012,10,7.4183267,7.1053342,6.5871429,54,9,81.0,Q4
Need for Speed Most Wanted,9.0,Amazing,PC,"Racing, Action",2012,10,7.4183267,7.1473591,6.5871429,29,9,81.0,Q4
Need for Speed Most Wanted U,9.0,Amazing,Wii U,"Racing, Action",2013,3,7.4604885,7.4657895,6.5871429,47,9,81.0,Q1
Need for Speed Shift,9.0,Amazing,Xbox 360,Racing,2009,9,6.8403675,7.1053342,6.7306189,54,9,80.0,Q3
Need for Speed Shift,9.0,Amazing,PlayStation 3,Racing,2009,9,6.8403675,7.1891593,6.7306189,32,9,80.0,Q3
Need for Speed Shift,9.0,Amazing,PC,Racing,2009,9,6.8403675,7.1473591,6.7306189,29,9,80.0,Q3
Need for Speed Shift,9.0,Amazing,iPad,Racing,2010,4,6.9328687,7.6727273,6.7306189,56,9,80.0,Q2
Need for Speed Underground,9.0,Amazing,PC,Racing,2003,11,7.1982456,7.1473591,6.7306189,29,9,80.0,Q4
Need for Speed Underground 2,9.0,Amazing,PlayStation 2,Racing,2004,11,7.1707121,6.866548,6.7306189,31,9,80.0,Q4
Need for Speed: Hot Pursuit,9.0,Amazing,PlayStation 3,Racing,2010,11,6.9328687,7.1891593,6.7306189,32,9,80.0,Q4
Need for Speed: Hot Pursuit,9.0,Amazing,PC,Racing,2010,11,6.9328687,7.1473591,6.7306189,29,9,80.0,Q4
Need for Speed: Hot Pursuit,9.0,Amazing,Xbox 360,Racing,2010,11,6.9328687,7.1053342,6.7306189,54,9,80.0,Q4
Need for Speed: Hot Pursuit 2,9.0,Amazing,PlayStation 2,Racing,2002,10,6.9785256,6.866548,6.7306189,31,9,80.0,Q4
Neverwinter Nights,9.0,Amazing,PC,RPG,2002,6,6.9785256,7.1473591,7.5714286,29,9,75.0,Q2
Nidhogg,9.0,Amazing,PC,Fighting,2014,1,7.4675978,7.1473591,7.0581353,29,9,37.0,Q1
Ninja Gaiden,9.0,Amazing,NES,Action,2007,5,6.6325466,6.6102041,6.626679,19,9,0.0,Q2
Ninja Gaiden (NES),9.0,Amazing,Wii,Action,2007,5,6.6325466,6.2992679,6.626679,46,9,0.0,Q2
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,9.0,Amazing,PC,Shooter,2002,10,6.9785256,7.1473591,7.1278882,29,9,86.0,Q4
Nuclear Throne,9.0,Amazing,PC,Action,2015,12,7.6594521,7.1473591,6.626679,29,9,0.0,Q4
Oculus Rift,9.0,Amazing,PC,Hardware,2016,3,7.5734513,7.1473591,9.15,29,9,47.0,Q1
Ogre Battle 64: Person of Lordly Caliber,9.0,Amazing,Wii,Strategy,2010,4,6.9328687,6.2992679,7.2460317,46,9,104.0,Q2
Ogre Battle: The March of the Black Queen,9.0,Amazing,Super NES,"Strategy, RPG",2009,3,6.8403675,7.7272727,7.8545455,41,9,106.0,Q1
Ogre Battle: The March of the Black Queen,9.0,Amazing,Wii,Strategy,2009,3,6.8403675,6.2992679,7.2460317,46,9,104.0,Q1
Okami,9.0,Amazing,Wii,Adventure,2008,4,6.4481462,6.2992679,6.8648511,46,9,10.0,Q2
OlliOlli 2: Welcome to OlliWood,9.0,Amazing,PlayStation Vita,Sports,2015,3,7.6594521,7.3948387,7.0252088,35,9,93.0,Q1
OlliOlli 2: Welcome to OlliWood,9.0,Amazing,PlayStation 4,Sports,2015,3,7.6594521,7.6635379,7.0252088,33,9,93.0,Q1
Onimusha 3: Demon Siege,9.0,Amazing,PlayStation 2,"Action, Adventure",2004,4,7.1707121,6.866548,7.3718954,31,9,1.0,Q2
Orcs Must Die,9.0,Amazing,PC,Strategy,2011,10,7.0503262,7.1473591,7.2460317,29,9,104.0,Q4
Orcs Must Die,9.0,Amazing,Xbox 360,Other,2011,10,7.0503262,7.1053342,5.42,54,9,57.0,Q4
Orcs Must Die 2,9.0,Amazing,PC,Strategy,2012,7,7.4183267,7.1473591,7.2460317,29,9,104.0,Q3
Osmos,9.0,Amazing,iPad,Puzzle,2010,7,6.9328687,7.6727273,7.0831186,56,9,68.0,Q3
Osmos,9.0,Amazing,iPhone,Puzzle,2010,8,6.9328687,7.2880048,7.0831186,57,9,68.0,Q3
Outland,9.0,Amazing,Xbox 360,Action,2011,4,7.0503262,7.1053342,6.626679,54,9,0.0,Q2
Outland,9.0,Amazing,PlayStation 3,Action,2011,6,7.0503262,7.1891593,6.626679,32,9,0.0,Q2
Pac-Man Collection,9.0,Amazing,Game Boy Advance,Action,2001,7,7.1204942,6.6266453,6.626679,9,9,0.0,Q3
Panzer Dragoon,9.0,Amazing,Saturn,Action,2008,8,6.4481462,7.2833333,6.626679,37,9,0.0,Q3
Papa Sangre,9.0,Amazing,iPhone,Adventure,2011,1,7.0503262,7.2880048,6.8648511,57,9,10.0,Q1
Paper Mario,9.0,Amazing,Nintendo 64,RPG,2001,2,7.1204942,6.9764901,7.5714286,24,9,75.0,Q1
Paper Mario,9.0,Amazing,Wii,RPG,2007,7,6.6325466,6.2992679,7.5714286,46,9,75.0,Q3
Parappa The Rapper,9.0,Amazing,PlayStation,Music,1997,11,6.5663415,6.582458,6.8940701,30,9,51.0,Q4
Patapon 3,9.0,Amazing,PlayStation Portable,Strategy,2011,4,7.0503262,6.7484992,7.2460317,34,9,104.0,Q2
Peggle,9.0,Amazing,iPod,Puzzle,2007,12,6.6325466,6.9647059,7.0831186,58,9,68.0,Q4
Peggle,9.0,Amazing,Xbox 360,Puzzle,2009,3,6.8403675,7.1053342,7.0831186,54,9,68.0,Q1
Peggle,9.0,Amazing,iPhone,Puzzle,2009,5,6.8403675,7.2880048,7.0831186,57,9,68.0,Q2
Peggle,9.0,Amazing,PlayStation 3,"Puzzle, Action",2009,11,6.8403675,7.1891593,7.1255,32,9,69.0,Q4
Peggle 2,9.0,Amazing,PlayStation 4,"Puzzle, Action",2013,12,7.4604885,7.6635379,7.1255,33,9,69.0,Q4
Peggle 2,9.0,Amazing,Xbox One,"Puzzle, Action",2013,12,7.4604885,7.6557692,7.1255,55,9,69.0,Q4
Perfect Dark,9.0,Amazing,Xbox 360,Shooter,2010,3,6.9328687,7.1053342,7.1278882,54,9,86.0,Q1
Persona 4 Arena,9.0,Amazing,PlayStation 3,Fighting,2012,8,7.4183267,7.1891593,7.0581353,32,9,37.0,Q3
Persona 4 Arena,9.0,Amazing,Xbox 360,Fighting,2012,8,7.4183267,7.1053342,7.0581353,54,9,37.0,Q3
Personal Trainer: Cooking,9.0,Amazing,Nintendo DS,Productivity,2008,11,6.4481462,6.2869856,5.9333333,26,9,66.0,Q4
Phantasy Star IV,9.0,Amazing,Genesis,RPG,2009,1,6.8403675,6.5517241,7.5714286,13,9,75.0,Q1
Phantasy Star IV,9.0,Amazing,Wii,RPG,2009,1,6.8403675,6.2992679,7.5714286,46,9,75.0,Q1
Phantasy Star Online Episode I & II,9.0,Amazing,GameCube,RPG,2002,11,6.9785256,7.0424361,7.5714286,12,9,75.0,Q4
Pharaoh,9.0,Amazing,PC,Strategy,1999,11,6.9834839,7.1473591,7.2460317,29,9,104.0,Q4
Picross DS,9.0,Amazing,Nintendo DS,Puzzle,2007,7,6.6325466,6.2869856,7.0831186,26,9,68.0,Q3
Pillars of Eternity,9.0,Amazing,PC,RPG,2015,3,7.6594521,7.1473591,7.5714286,29,9,75.0,Q1
Pixel People,9.0,Amazing,iPhone,Simulation,2013,1,7.4604885,7.2880048,6.8589065,57,9,91.0,Q1
PixelJunk Monsters Deluxe,9.0,Amazing,PlayStation Portable,Strategy,2009,10,6.8403675,6.7484992,7.2460317,34,9,104.0,Q4
PixelJunk Monsters: Ultimate HD,9.0,Amazing,PlayStation Vita,Strategy,2013,7,7.4604885,7.3948387,7.2460317,35,9,104.0,Q3
Planet Puzzle League,9.0,Amazing,Nintendo DS,Puzzle,2007,6,6.6325466,6.2869856,7.0831186,26,9,68.0,Q2
Planet Zero,9.0,Amazing,Wireless,Shooter,2004,4,7.1707121,7.1773626,7.1278882,50,9,86.0,Q2
PlanetSide 2,9.0,Amazing,PC,Shooter,2012,11,7.4183267,7.1473591,7.1278882,29,9,86.0,Q4
Plants vs. Zombies,9.0,Amazing,PC,Strategy,2009,5,6.8403675,7.1473591,7.2460317,29,9,104.0,Q2
Plants vs. Zombies,9.0,Amazing,iPhone,Strategy,2010,2,6.9328687,7.2880048,7.2460317,57,9,104.0,Q1
Plants vs. Zombies,9.0,Amazing,Xbox 360,Strategy,2010,9,6.9328687,7.1053342,7.2460317,54,9,104.0,Q3
Plants vs. Zombies,9.0,Amazing,PlayStation 3,Strategy,2011,2,7.0503262,7.1891593,7.2460317,32,9,104.0,Q1
Plants vs. Zombies,9.0,Amazing,PlayStation Vita,Strategy,2012,2,7.4183267,7.3948387,7.2460317,35,9,104.0,Q1
Plants vs. Zombies HD,9.0,Amazing,iPad,Puzzle,2010,4,6.9328687,7.6727273,7.0831186,56,9,68.0,Q2
Pokemon Black Version,9.0,Amazing,Nintendo DS,RPG,2011,3,7.0503262,6.2869856,7.5714286,26,9,75.0,Q1
Pokemon Conquest,9.0,Amazing,Nintendo DS,"Strategy, RPG",2012,6,7.4183267,6.2869856,7.8545455,26,9,106.0,Q2
Pokemon Crystal Version,9.0,Amazing,Game Boy Color,RPG,2001,7,7.1204942,6.1938202,7.5714286,10,9,75.0,Q3
Pokemon FireRed Version,9.0,Amazing,Game Boy Advance,RPG,2004,9,7.1707121,6.6266453,7.5714286,9,9,75.0,Q3
Pokemon LeafGreen Version,9.0,Amazing,Game Boy Advance,RPG,2004,9,7.1707121,6.6266453,7.5714286,9,9,75.0,Q3
Pokemon Puzzle Challenge,9.0,Amazing,Game Boy Color,Puzzle,2000,12,6.6935885,6.1938202,7.0831186,10,9,68.0,Q4
Pokemon Trading Card Game,9.0,Amazing,Game Boy Color,"Card, Battle",2000,4,6.6935885,6.1938202,7.1574074,10,9,22.0,Q2
Pokemon White Version,9.0,Amazing,Nintendo DS,RPG,2011,3,7.0503262,6.2869856,7.5714286,26,9,75.0,Q1
Pokemon X,9.0,Amazing,Nintendo 3DS,RPG,2013,10,7.4604885,7.3191111,7.5714286,23,9,75.0,Q4
Pokemon Y,9.0,Amazing,Nintendo 3DS,RPG,2013,10,7.4604885,7.3191111,7.5714286,23,9,75.0,Q4
Pong: The Next Level,9.0,Amazing,PlayStation,Action,1999,11,6.9834839,6.582458,6.626679,30,9,0.0,Q4
Pony Island,9.0,Amazing,PC,Puzzle,2016,1,7.5734513,7.1473591,7.0831186,29,9,68.0,Q1
Power Stone 2,9.0,Amazing,Dreamcast,"Fighting, Action",2000,8,6.6935885,7.3702797,6.7012987,6,9,38.0,Q3
Prey [2006],9.0,Amazing,Xbox 360,Shooter,2006,7,6.7328642,7.1053342,7.1278882,54,9,86.0,Q3
Prey [2006],9.0,Amazing,PC,Shooter,2006,7,6.7328642,7.1473591,7.1278882,29,9,86.0,Q3
Prince of Persia: The Two Thrones,9.0,Amazing,PC,Action,2005,12,7.2224265,7.1473591,6.626679,29,9,0.0,Q4
Pro Evolution Soccer 2011,9.0,Amazing,Xbox 360,Sports,2010,10,6.9328687,7.1053342,7.0252088,54,9,93.0,Q4
Pro Evolution Soccer 2011,9.0,Amazing,PlayStation 3,Sports,2010,10,6.9328687,7.1891593,7.0252088,32,9,93.0,Q4
Pro Evolution Soccer 2015,9.0,Amazing,PC,Sports,2014,11,7.4675978,7.1473591,7.0252088,29,9,93.0,Q4
Pro Evolution Soccer 2015,9.0,Amazing,PlayStation 3,Sports,2014,11,7.4675978,7.1891593,7.0252088,32,9,93.0,Q4
Pro Evolution Soccer 2015,9.0,Amazing,Xbox 360,Sports,2014,11,7.4675978,7.1053342,7.0252088,54,9,93.0,Q4
Pro Evolution Soccer 2015,9.0,Amazing,Xbox One,Sports,2014,11,7.4675978,7.6557692,7.0252088,55,9,93.0,Q4
Pro Evolution Soccer 2015,9.0,Amazing,PlayStation 4,Sports,2014,11,7.4675978,7.6635379,7.0252088,33,9,93.0,Q4
Professor Layton and the Last Specter,9.0,Amazing,Nintendo DS,Adventure,2011,10,7.0503262,6.2869856,6.8648511,26,9,10.0,Q4
Project Eden,9.0,Amazing,PC,"Action, Adventure",2001,10,7.1204942,7.1473591,7.3718954,29,9,1.0,Q4
Punch-Out!! Featuring Mr. Dream,9.0,Amazing,Wii,Sports,2007,4,6.6325466,6.2992679,7.0252088,46,9,93.0,Q2
Puyo Pop,9.0,Amazing,NeoGeo Pocket Color,Puzzle,1999,10,6.9834839,7.3225806,7.0831186,21,9,68.0,Q4
Puyo Pop,9.0,Amazing,Game Boy Advance,Puzzle,2002,2,6.9785256,6.6266453,7.0831186,9,9,68.0,Q1
Puzzle Craft,9.0,Amazing,iPhone,Puzzle,2012,8,7.4183267,7.2880048,7.0831186,57,9,68.0,Q3
Puzzle Craft,9.0,Amazing,Android,Puzzle,2012,8,7.4183267,7.5461538,7.0831186,0,9,68.0,Q3
Puzzle Link,9.0,Amazing,NeoGeo Pocket Color,Puzzle,1999,10,6.9834839,7.3225806,7.0831186,21,9,68.0,Q4
Puzzle Link 2,9.0,Amazing,NeoGeo Pocket Color,Puzzle,2000,4,6.6935885,7.3225806,7.0831186,21,9,68.0,Q2
Puzzle Quest 2,9.0,Amazing,Xbox 360,"Puzzle, Adventure",2010,6,6.9328687,7.1053342,7.4787234,54,9,70.0,Q2
Puzzle Quest: Challenge of the Warlords,9.0,Amazing,PlayStation Portable,"Puzzle, Action",2007,3,6.6325466,6.7484992,7.1255,34,9,69.0,Q1
Puzzle Quest: Challenge of the Warlords,9.0,Amazing,Xbox 360,Puzzle,2007,10,6.6325466,7.1053342,7.0831186,54,9,68.0,Q4
Quarrel,9.0,Amazing,iPhone,Puzzle,2011,9,7.0503262,7.2880048,7.0831186,57,9,68.0,Q3
Radiant Silvergun,9.0,Amazing,Xbox 360,Shooter,2011,9,7.0503262,7.1053342,7.1278882,54,9,86.0,Q3
Rampage,9.0,Amazing,Lynx,Action,1999,7,6.9834839,7.1341463,6.626679,15,9,0.0,Q3
Rampart,9.0,Amazing,Game Boy Color,Strategy,1999,12,6.9834839,6.1938202,7.2460317,10,9,104.0,Q4
Rare Replay,9.0,Amazing,Xbox One,"Action, Compilation",2015,8,7.6594521,7.6557692,7.0292135,55,9,2.0,Q3
Ratchet & Clank,9.0,Amazing,PlayStation 4,Platformer,2016,4,7.5734513,7.6635379,7.1865128,33,9,63.0,Q2
Ratchet & Clank Future: A Crack in Time,9.0,Amazing,PlayStation 3,Platformer,2009,10,6.8403675,7.1891593,7.1865128,32,9,63.0,Q4
Ratchet & Clank: Size Matters,9.0,Amazing,PlayStation Portable,Action,2007,2,6.6325466,6.7484992,6.626679,34,9,0.0,Q1
Rayman,9.0,Amazing,Game Boy Color,Action,2000,4,6.6935885,6.1938202,6.626679,10,9,0.0,Q2
Rayman 2: The Great Escape,9.0,Amazing,Nintendo 64,Platformer,1999,11,6.9834839,6.9764901,7.1865128,24,9,63.0,Q4
Rayman 3,9.0,Amazing,Game Boy Advance,Platformer,2003,3,7.1982456,6.6266453,7.1865128,9,9,63.0,Q1
Rayman Advance,9.0,Amazing,Game Boy Advance,Platformer,2001,6,7.1204942,6.6266453,7.1865128,9,9,63.0,Q2
Rayman Origins,9.0,Amazing,PlayStation Vita,Platformer,2012,2,7.4183267,7.3948387,7.1865128,35,9,63.0,Q1
Real Racing 2,9.0,Amazing,iPhone,Racing,2010,12,6.9328687,7.2880048,6.7306189,57,9,80.0,Q4
Real Racing 2 HD,9.0,Amazing,iPad,Racing,2011,3,7.0503262,7.6727273,6.7306189,56,9,80.0,Q1
Resident Evil 4: Wii Edition,9.0,Amazing,Wii,Action,2007,6,6.6325466,6.2992679,6.626679,46,9,0.0,Q2
Resident Evil 5,9.0,Amazing,Xbox 360,Action,2009,3,6.8403675,7.1053342,6.626679,54,9,0.0,Q1
Resident Evil 5,9.0,Amazing,PlayStation 3,Action,2009,3,6.8403675,7.1891593,6.626679,32,9,0.0,Q1
Resident Evil 5 (Collector's Edition),9.0,Amazing,Xbox 360,Action,2009,3,6.8403675,7.1053342,6.626679,54,9,0.0,Q1
Resident Evil 5 (Collector's Edition),9.0,Amazing,PlayStation 3,Action,2009,3,6.8403675,7.1891593,6.626679,32,9,0.0,Q1
Resident Evil 5 (Gold Edition),9.0,Amazing,PlayStation 3,Action,2010,3,6.9328687,7.1891593,6.626679,32,9,0.0,Q1
Resident Evil 5 (Gold Edition),9.0,Amazing,Xbox 360,Action,2010,3,6.9328687,7.1053342,6.626679,54,9,0.0,Q1
Resident Evil [2002],9.0,Amazing,GameCube,"Action, Adventure",2002,4,6.9785256,7.0424361,7.3718954,12,9,1.0,Q2
Resistance 3,9.0,Amazing,PlayStation 3,Shooter,2011,9,7.0503262,7.1891593,7.1278882,32,9,86.0,Q3
Resogun,9.0,Amazing,PlayStation 4,Shooter,2013,11,7.4604885,7.6635379,7.1278882,33,9,86.0,Q4
Return to Castle Wolfenstein,9.0,Amazing,PC,Shooter,2001,11,7.1204942,7.1473591,7.1278882,29,9,86.0,Q4
Rhythm Heaven,9.0,Amazing,Nintendo DS,Music,2009,3,6.8403675,6.2869856,6.8940701,26,9,51.0,Q1
Ridge Racer 64,9.0,Amazing,Nintendo 64,Racing,2000,2,6.6935885,6.9764901,6.7306189,24,9,80.0,Q1
River City Ransom,9.0,Amazing,Wii,Action,2008,4,6.4481462,6.2992679,6.626679,46,9,0.0,Q2
RoadBlasters,9.0,Amazing,Lynx,Action,1999,7,6.9834839,7.1341463,6.626679,15,9,0.0,Q3
Rock Band 2,9.0,Amazing,Xbox 360,Music,2008,9,6.4481462,7.1053342,6.8940701,54,9,51.0,Q3
Rock Band 2,9.0,Amazing,PlayStation 3,Music,2008,10,6.4481462,7.1891593,6.8940701,32,9,51.0,Q4
Rock Band 2,9.0,Amazing,Wii,Music,2008,12,6.4481462,6.2992679,6.8940701,46,9,51.0,Q4
Rock Band 2 (Special Edition),9.0,Amazing,PlayStation 3,Music,2008,10,6.4481462,7.1891593,6.8940701,32,9,51.0,Q4
Rock Band 2 (Special Edition),9.0,Amazing,Xbox 360,Music,2008,10,6.4481462,7.1053342,6.8940701,54,9,51.0,Q4
Rock Band 2 (Special Edition),9.0,Amazing,Wii,Music,2008,12,6.4481462,6.2992679,6.8940701,46,9,51.0,Q4
Rocket: Robot on Wheels,9.0,Amazing,Nintendo 64,Platformer,1999,11,6.9834839,6.9764901,7.1865128,24,9,63.0,Q4
Rocksmith 2014,9.0,Amazing,PC,Music,2013,10,7.4604885,7.1473591,6.8940701,29,9,51.0,Q4
Rocksmith 2014,9.0,Amazing,PlayStation 3,Music,2013,10,7.4604885,7.1891593,6.8940701,32,9,51.0,Q4
Rocksmith 2014,9.0,Amazing,Macintosh,Music,2013,10,7.4604885,8.1209877,6.8940701,16,9,51.0,Q4
Rocksmith 2014,9.0,Amazing,Xbox 360,Music,2013,10,7.4604885,7.1053342,6.8940701,54,9,51.0,Q4
Rogue Legacy,9.0,Amazing,PlayStation Vita,RPG,2013,7,7.4604885,7.3948387,7.5714286,35,9,75.0,Q3
Rogue Legacy,9.0,Amazing,PC,RPG,2013,7,7.4604885,7.1473591,7.5714286,29,9,75.0,Q3
Rogue Legacy,9.0,Amazing,PlayStation 3,RPG,2013,7,7.4604885,7.1891593,7.5714286,32,9,75.0,Q3
Rogue Legacy,9.0,Amazing,PlayStation 4,RPG,2013,7,7.4604885,7.6635379,7.5714286,33,9,75.0,Q3
Rolando 2: The Quest for the Golden Orchid,9.0,Amazing,iPhone,Puzzle,2009,6,6.8403675,7.2880048,7.0831186,57,9,68.0,Q2
Rollcage,9.0,Amazing,PlayStation,Racing,1999,3,6.9834839,6.582458,6.7306189,30,9,80.0,Q1
Romance of the Three Kingdoms VIII,9.0,Amazing,PlayStation 2,Strategy,2003,8,7.1982456,6.866548,7.2460317,31,9,104.0,Q3
S.I.M.I.S.,9.0,Amazing,Lynx,Action,1999,7,6.9834839,7.1341463,6.626679,15,9,0.0,Q3
S.T.U.N. Runner,9.0,Amazing,Lynx,Racing,1999,7,6.9834839,7.1341463,6.7306189,15,9,80.0,Q3
SEGA Rally 2: Sega Rally Championship,9.0,Amazing,Dreamcast,Racing,1999,11,6.9834839,7.3702797,6.7306189,6,9,80.0,Q4
SNK vs. Capcom: Card Fighter's Clash,9.0,Amazing,NeoGeo Pocket Color,"Card, Battle",2000,1,6.6935885,7.3225806,7.1574074,21,9,22.0,Q1
SOCOM 3: U.S. Navy SEALs,9.0,Amazing,PlayStation 2,Shooter,2005,10,7.2224265,6.866548,7.1278882,31,9,86.0,Q4
SOCOM: U.S. Navy SEALs Mobile Recon,9.0,Amazing,Wireless,Action,2005,10,7.2224265,7.1773626,6.626679,50,9,0.0,Q4
SSX,9.0,Amazing,PlayStation 3,Sports,2012,2,7.4183267,7.1891593,7.0252088,32,9,93.0,Q1
SSX,9.0,Amazing,Xbox 360,Sports,2012,2,7.4183267,7.1053342,7.0252088,54,9,93.0,Q1
SSX Tricky,9.0,Amazing,Xbox,Sports,2001,12,7.1204942,7.2056029,7.0252088,53,9,93.0,Q4
SWAT 4,9.0,Amazing,PC,Shooter,2005,3,7.2224265,7.1473591,7.1278882,29,9,86.0,Q1
Sakura Samurai: Art of the Sword,9.0,Amazing,Nintendo 3DS,Action,2012,2,7.4183267,7.3191111,6.626679,23,9,0.0,Q1
Sakura Wars: Hanagumi Taisen Columns 2,9.0,Amazing,Dreamcast,Puzzle,2000,2,6.6935885,7.3702797,7.0831186,6,9,68.0,Q1
"Sakura Wars: So Long, My Love",9.0,Amazing,PlayStation 2,Strategy,2010,3,6.9328687,6.866548,7.2460317,31,9,104.0,Q1
"Sakura Wars: So Long, My Love",9.0,Amazing,Wii,Strategy,2010,4,6.9328687,6.2992679,7.2460317,46,9,104.0,Q2
Samurai Shodown 2! Pocket Fighting Series,9.0,Amazing,NeoGeo Pocket Color,Fighting,1999,7,6.9834839,7.3225806,7.0581353,21,9,37.0,Q3
San Francisco Rush 2049,9.0,Amazing,Dreamcast,Racing,2000,9,6.6935885,7.3702797,6.7306189,6,9,80.0,Q3
San Francisco Rush 2049,9.0,Amazing,Nintendo 64,Racing,2000,9,6.6935885,6.9764901,6.7306189,24,9,80.0,Q3
Scribblenauts Remix,9.0,Amazing,iPhone,"Puzzle, Action",2011,10,7.0503262,7.2880048,7.1255,57,9,69.0,Q4
Secret of Mana,9.0,Amazing,Super NES,"Action, RPG",2008,10,6.4481462,7.7272727,7.4648485,41,9,6.0,Q4
Secret of Mana,9.0,Amazing,Wii,"Action, RPG",2008,10,6.4481462,6.2992679,7.4648485,46,9,6.0,Q4
Serious Sam: The First Encounter,9.0,Amazing,PC,Shooter,2001,4,7.1204942,7.1473591,7.1278882,29,9,86.0,Q2
Shanghai Mini,9.0,Amazing,NeoGeo Pocket Color,Puzzle,2000,2,6.6935885,7.3225806,7.0831186,21,9,68.0,Q1
Shanghai Pocket,9.0,Amazing,Game Boy Color,Puzzle,2000,1,6.6935885,6.1938202,7.0831186,10,9,68.0,Q1
Shantae: Risky's Revenge,9.0,Amazing,Nintendo DSi,Platformer,2010,10,6.9328687,6.3751969,7.1865128,27,9,63.0,Q4
Shatter,9.0,Amazing,PlayStation 3,Puzzle,2009,7,6.8403675,7.1891593,7.0831186,32,9,68.0,Q3
Shin Megami Tensei: Persona 4,9.0,Amazing,PlayStation 2,RPG,2008,12,6.4481462,6.866548,7.5714286,31,9,75.0,Q4
Shining Force II,9.0,Amazing,Wii,RPG,2008,10,6.4481462,6.2992679,7.5714286,46,9,75.0,Q4
Shining Force II,9.0,Amazing,Genesis,Strategy,2008,10,6.4481462,6.5517241,7.2460317,13,9,104.0,Q4
Shogo: Mobile Armor Division,9.0,Amazing,PC,Action,1998,11,6.9306785,7.1473591,6.626679,29,9,0.0,Q4
Shovel Knight,9.0,Amazing,PlayStation Vita,"Platformer, Adventure",2014,6,7.4675978,7.3948387,8.775,35,9,65.0,Q2
Shovel Knight,9.0,Amazing,PlayStation 4,"Platformer, Adventure",2014,6,7.4675978,7.6635379,8.775,33,9,65.0,Q2
Shovel Knight,9.0,Amazing,Nintendo 3DS,"Platformer, Adventure",2014,6,7.4675978,7.3191111,8.775,23,9,65.0,Q2
Shovel Knight,9.0,Amazing,Wii U,"Platformer, Adventure",2014,6,7.4675978,7.4657895,8.775,47,9,65.0,Q2
Shovel Knight,9.0,Amazing,PC,"Platformer, Adventure",2014,6,7.4675978,7.1473591,8.775,29,9,65.0,Q2
